透明标签_急涨总和=急涨：0
透明标签_急跌总和=急跌：20
透明标签_五种状态=状态：震荡偏空
透明标签_急涨急跌比值=比值：999.00 ★★★
透明标签_绿色数量=24
透明标签_百分比=83%
透明标签_计次=5
透明标签_全绿得分=全绿0% 50 5
透明标签_比价最低得分=比价最低 5 1
透明标签_仓位得分=比价创新高 0 0
透明标签_急跌数量=急跌数量 计次 25 20
透明标签_差值结果=差值：-20 ★★★
[超级列表框_首页开始]
1|BTC|0.06|0|0|2025-12-06 01:46:54|126259.48|2025-10-07|-29.49|-3.2|||5|88680.33944|70.73%|109%
2|ETH|0.14|0|0|2025-12-06 01:46:54|4954.59|2025-08-25|-39.04|-4.04|||10|3008.20845|62.28%|113.86%
3|XRP|0.33|0|0|2025-12-06 01:46:54|3.8419|2018-01-04|-47.09|-4.15|||11|2.02477|63.47%|110.05%
4|BNB|0.12|0|0|2025-12-06 01:46:54|1372.88|2025-10-13|-35.92|-2.47|||3|876.32958|63.62%|109.98%
5|SOL|0.18|0|0|2025-12-06 01:46:54|294.91|2025-01-19|-55.31|-6.74|||18|131.29014|51.82%|106.84%
6|LTC|0.15|0|0|2025-12-06 01:46:54|413.2|2021-05-10|-80.57|-3.87|||9|79.9831|59%|106.85%
7|DOGE|-0.21|0|1|2025-12-06 01:46:54|0.7402|2021-05-08|-81.33|-6.94|||23|0.13765|44.81%|104.38%
8|SUI|0.24|0|3|2025-12-06 01:46:54|5.3537|2025-01-07|-70.72|-5.62|||15|1.56161|39.23%|119.13%
9|TRX|0.03|0|0|2025-12-06 01:46:54|0.4461|2024-12-04|-36.14|0.78|||1|0.28377|77.44%|103.81%
10|TON|0.13|0|1|2025-12-06 01:46:54|8.2833|2024-06-15|-81.3|-2.99|||4|1.54289|45.49%|106.89%
11|ETC|0.06|0|1|2025-12-06 01:46:55|176.51|2021-05-07|-92.63|-5.26|||14|12.96077|53.29%|102.29%
12|BCH|0.09|0|0|2025-12-06 01:46:55|4355.62|2017-12-20|-87.08|-1.82|||2|560.67887|86.15%|124.54%
13|HBAR|0.15|0|1|2025-12-06 01:46:55|0.5758|2021-09-16|-76.75|-4.56|||13|0.13337|52.25%|107.74%
14|XLM|0.41|0|0|2025-12-06 01:46:55|0.9381|2018-01-04|-74.1|-3.42|||7|0.24203|57.94%|110.65%
15|FIL|0.37|0|1|2025-12-06 01:46:55|237.61|2021-04-02|-99.38|-5.83|||16|1.46469|55.13%|102.58%
16|ADA|0.1|0|1|2025-12-06 01:46:55|3.099|2021-09-02|-86.67|-6.79|||19|0.41156|43.14%|110.95%
17|LINK|-0.04|0|2|2025-12-06 01:46:55|52.9614|2021-05-10|-74.69|-6.33|||17|13.35382|50.64%|114.22%
18|CRO|0.1|0|0|2025-12-06 01:46:55|0.9732|2021-11-25|-89.38|-3.72|||8|0.10299|26.7%|110.65%
19|DOT|0.29|0|1|2025-12-06 01:46:55|54.9467|2021-11-05|-96.13|-7.43|||27|2.1188|43.39%|107.16%
20|OKB|0.17|0|1|2025-12-06 01:46:55|258.2|2025-08-22|-60.17|-3.4|||6|102.4338|43.49%|109.26%
21|AAVE|0.2|0|1|2025-12-06 01:46:55|706.32|2021-05-19|-74.01|-4.55|||12|182.87465|56.68%|121.6%
22|UNI|-0.02|0|1|2025-12-06 01:46:55|45.0591|2021-05-03|-87.72|-6.94|||24|5.51266|53.15%|102.64%
23|NEAR|0.12|0|0|2025-12-06 01:46:55|20.5368|2022-01-15|-91.84|-6.88|||21|1.66999|50.24%|104.84%
24|APT|-0.3|0|1|2025-12-06 01:46:56|28|2022-10-19|-93.77|-11.68|||29|1.73851|31.65%|100.05%
25|CFX|0.04|0|1|2025-12-06 01:46:56|1.7018|2021-03-27|-95.87|-6.89|||22|0.07|37.27%|102.43%
26|CRV|-0.03|0|1|2025-12-06 01:46:56|70.2347|2020-08-14|-99.45|-7.16|||25|0.38507|44.63%|105.58%
27|STX|0.14|0|0|2025-12-06 01:46:56|3.8763|2024-04-02|-92.52|-7.26|||26|0.28894|41.15%|103.83%
28|LDO|0.18|0|2|2025-12-06 01:46:56|155.26|2021-07-01|-99.63|-9.69|||28|0.57004|42.07%|103.01%
29|TAO|0.61|0|0|2025-12-06 01:46:56|781.87|2024-04-12|-64.76|-6.8|||20|274.43239|57.55%|107.41%
[超级列表框_首页结束]
