透明标签_急涨总和=急涨：0
透明标签_急跌总和=急跌：20
透明标签_五种状态=状态：震荡偏空
透明标签_急涨急跌比值=比值：999.00 ★★★
透明标签_绿色数量=23
透明标签_百分比=79%
透明标签_计次=5
透明标签_全绿得分=全绿0% 50 5
透明标签_比价最低得分=比价最低 5 1
透明标签_仓位得分=比价创新高 0 0
透明标签_急跌数量=急跌数量 计次 25 20
透明标签_差值结果=差值：-20 ★★★
[超级列表框_首页开始]
1|BTC|0.13|0|0|2025-12-06 02:07:02|126259.48|2025-10-07|-29.11|-3.06|||4|89134.51268|71.1%|109.56%
2|ETH|0.34|0|0|2025-12-06 02:07:02|4954.59|2025-08-25|-38.61|-3.58|||9|3028.8|62.71%|114.64%
3|XRP|-0.04|0|0|2025-12-06 02:07:02|3.8419|2018-01-04|-46.98|-4.18|||13|2.02821|63.58%|110.24%
4|BNB|0.26|0|0|2025-12-06 02:07:02|1372.88|2025-10-13|-35.57|-2.09|||3|880.8338|63.95%|110.55%
5|SOL|-0.12|0|0|2025-12-06 02:07:02|294.91|2025-01-19|-55.12|-6.64|||22|131.80141|52.02%|107.26%
6|LTC|0.17|0|0|2025-12-06 02:07:02|413.2|2021-05-10|-80.46|-3.36|||7|80.39437|59.3%|107.4%
7|DOGE|-0.14|0|1|2025-12-06 02:07:02|0.7402|2021-05-08|-81.26|-6.98|||26|0.13811|44.96%|104.73%
8|SUI|0.35|0|3|2025-12-06 02:07:02|5.3537|2025-01-07|-70.52|-4.91|||14|1.57175|39.48%|119.91%
9|TRX|0.18|0|0|2025-12-06 02:07:02|0.4461|2024-12-04|-36|0.81|||1|0.2843|77.58%|104.01%
10|TON|0.19|0|1|2025-12-06 02:07:02|8.2833|2024-06-15|-81.2|-3.08|||5|1.55063|45.71%|107.43%
11|ETC|0.17|0|1|2025-12-06 02:07:02|176.51|2021-05-07|-92.58|-5.07|||15|13.03935|53.62%|102.91%
12|BCH|0.29|0|0|2025-12-06 02:07:02|4355.62|2017-12-20|-86.96|-1.14|||2|565.79718|86.94%|125.67%
13|HBAR|0.07|0|1|2025-12-06 02:07:02|0.5758|2021-09-16|-76.59|-4.06|||12|0.13423|52.58%|108.43%
14|XLM|-0.12|0|0|2025-12-06 02:07:03|0.9381|2018-01-04|-74.05|-3.57|||8|0.24237|58.02%|110.81%
15|FIL|0.33|0|1|2025-12-06 02:07:03|237.61|2021-04-02|-99.38|-5.67|||17|1.46689|55.22%|102.73%
16|ADA|0.1|0|1|2025-12-06 02:07:03|3.099|2021-09-02|-86.6|-6.4|||19|0.41345|43.34%|111.46%
17|LINK|0.39|0|2|2025-12-06 02:07:03|52.9614|2021-05-10|-74.37|-5.39|||16|13.51554|51.25%|115.6%
18|CRO|-0.1|0|0|2025-12-06 02:07:03|0.9732|2021-11-25|-89.35|-3.99|||11|0.10315|26.74%|110.82%
19|DOT|0.08|0|1|2025-12-06 02:07:03|54.9467|2021-11-05|-96.12|-7.55|||27|2.12282|43.47%|107.36%
20|OKB|0.34|0|1|2025-12-06 02:07:03|258.2|2025-08-22|-59.93|-3.31|||6|103.02394|43.74%|109.89%
21|AAVE|0.31|0|1|2025-12-06 02:07:03|706.32|2021-05-19|-73.78|-3.69|||10|184.39014|57.15%|122.6%
22|UNI|0.2|0|1|2025-12-06 02:07:03|45.0591|2021-05-03|-87.66|-6.96|||24|5.53508|53.37%|103.06%
23|NEAR|0.15|0|0|2025-12-06 02:07:03|20.5368|2022-01-15|-91.79|-6.54|||21|1.6791|50.51%|105.42%
24|APT|-0.05|0|1|2025-12-06 02:07:03|28|2022-10-19|-93.76|-11.78|||29|1.74034|31.68%|100.15%
25|CFX|0.12|0|1|2025-12-06 02:07:04|1.7018|2021-03-27|-95.84|-6.64|||23|0.07048|37.52%|103.13%
26|CRV|0.36|0|1|2025-12-06 02:07:04|70.2347|2020-08-14|-99.44|-6.32|||18|0.38845|45.02%|106.5%
27|STX|0.27|0|0|2025-12-06 02:07:04|3.8763|2024-04-02|-92.46|-6.97|||25|0.29096|41.44%|104.56%
28|LDO|0.28|0|2|2025-12-06 02:07:04|155.26|2021-07-01|-99.63|-9.42|||28|0.57287|42.28%|103.52%
29|TAO|0.14|0|0|2025-12-06 02:07:04|781.87|2024-04-12|-64.57|-6.45|||20|275.87324|57.86%|107.97%
[超级列表框_首页结束]
