透明标签_急涨总和=急涨：0
透明标签_急跌总和=急跌：22
透明标签_五种状态=状态：震荡偏空
透明标签_急涨急跌比值=比值：999.00 ★★★
透明标签_绿色数量=19
透明标签_百分比=66%
透明标签_计次=6
透明标签_全绿得分=全绿0% 50 6
透明标签_比价最低得分=比价最低 5 1
透明标签_仓位得分=比价创新高 0 0
透明标签_急跌数量=急跌数量 计次 25 22
透明标签_差值结果=差值：-22 ★★★
[超级列表框_首页开始]
1|BTC|-0.04|0|0|2025-12-06 04:28:04|126259.48|2025-10-07|-29.04|-2.68|||6|89261.58732|71.2%|109.71%
2|ETH|0.08|0|0|2025-12-06 04:28:04|4954.59|2025-08-25|-38.59|-2.4|||5|3030.69014|62.75%|114.71%
3|XRP|0.17|0|0|2025-12-06 04:28:04|3.8419|2018-01-04|-47.08|-2.88|||7|2.02527|63.48%|110.08%
4|BNB|0.08|0|0|2025-12-06 04:28:04|1372.88|2025-10-13|-35.64|-1.58|||3|880.16479|63.9%|110.46%
5|SOL|0.19|0|0|2025-12-06 04:28:04|294.91|2025-01-19|-55.01|-4.85|||15|132.1662|52.17%|107.55%
6|LTC|0.08|0|0|2025-12-06 04:28:04|413.2|2021-05-10|-80.55|-3.83|||12|80.05211|59.05%|106.94%
7|DOGE|0.07|0|1|2025-12-06 04:28:04|0.7402|2021-05-08|-81.26|-6.16|||24|0.13814|44.97%|104.75%
8|SUI|-0.15|0|3|2025-12-06 04:28:04|5.3537|2025-01-07|-70.79|-4.99|||17|1.55783|39.13%|118.85%
9|TRX|-0.11|0|0|2025-12-06 04:28:04|0.4461|2024-12-04|-35.87|0.67|||1|0.28496|77.76%|104.25%
10|TON|0.2|0|1|2025-12-06 04:28:04|8.2833|2024-06-15|-81.11|-1.8|||4|1.55892|45.96%|108%
11|ETC|0.01|0|1|2025-12-06 04:28:04|176.51|2021-05-07|-92.57|-4.79|||14|13.0583|53.69%|103.06%
12|BCH|-0.17|0|0|2025-12-06 04:28:04|4355.62|2017-12-20|-86.97|-1.02|||2|565.12113|86.83%|125.52%
13|HBAR|0|0|1|2025-12-06 04:28:04|0.5758|2021-09-16|-76.68|-3.66|||11|0.13376|52.4%|108.05%
14|XLM|-0.12|0|0|2025-12-06 04:28:05|0.9381|2018-01-04|-74.38|-5.02|||18|0.23935|57.3%|109.43%
15|FIL|0.26|0|1|2025-12-06 04:28:05|237.61|2021-04-02|-99.38|-4.85|||16|1.4642|55.11%|102.54%
16|ADA|0|0|1|2025-12-06 04:28:05|3.099|2021-09-02|-86.57|-5.5|||20|0.41445|43.44%|111.73%
17|LINK|0.35|0|2|2025-12-06 04:28:05|52.9614|2021-05-10|-74.29|-4.27|||13|13.5622|51.43%|116%
18|CRO|0|0|0|2025-12-06 04:28:05|0.9732|2021-11-25|-89.35|-3.18|||9|0.10318|26.75%|110.85%
19|DOT|0.05|0|2|2025-12-06 04:28:05|54.9467|2021-11-05|-96.15|-7.48|||27|2.10954|43.2%|106.69%
20|OKB|-0.13|0|1|2025-12-06 04:28:05|258.2|2025-08-22|-59.76|-3.25|||10|103.5|43.95%|110.4%
21|AAVE|0.19|0|1|2025-12-06 04:28:05|706.32|2021-05-19|-73.82|-2.99|||8|184.1507|57.07%|122.44%
22|UNI|0.36|0|1|2025-12-06 04:28:05|45.0591|2021-05-03|-87.71|-6.77|||26|5.51706|53.2%|102.73%
23|NEAR|0.24|0|0|2025-12-06 04:28:05|20.5368|2022-01-15|-91.8|-5.92|||23|1.67676|50.44%|105.27%
24|APT|0.21|0|1|2025-12-06 04:28:06|28|2022-10-19|-93.79|-10.89|||29|1.73124|31.52%|100.76%
25|CFX|0.16|0|1|2025-12-06 04:28:06|1.7018|2021-03-27|-95.85|-6.43|||25|0.07037|37.46%|102.97%
26|CRV|0.44|0|2|2025-12-06 04:28:06|70.2347|2020-08-14|-99.45|-5.86|||22|0.38556|44.68%|105.71%
27|STX|0.17|0|0|2025-12-06 04:28:06|3.8763|2024-04-02|-92.44|-5.39|||19|0.29173|41.55%|104.83%
28|LDO|0.07|0|2|2025-12-06 04:28:06|155.26|2021-07-01|-99.63|-8.36|||28|0.57531|42.46%|103.96%
29|TAO|-0.01|0|0|2025-12-06 04:28:06|781.87|2024-04-12|-64.93|-5.65|||21|273.09859|57.27%|106.89%
[超级列表框_首页结束]
